id_ticket,fecha,id_tienda,id_cliente
TICKET_004961,2024-10-05,TOSTAO_10,CUST_00299
TICKET_004962,2024-01-13,TOSTAO_04,CUST_00980
TICKET_004963,2024-03-28,TOSTAO_15,CUST_01141
TICKET_004964,2024-05-11,TOSTAO_11,CUST_01136
TICKET_004965,2024-11-19,TOSTAO_05,CUST_00899
TICKET_004966,2024-09-23,TOSTAO_20,CUST_00166
TICKET_004967,2024-04-15,TOSTAO_10,CUST_00986
TICKET_004968,2024-08-31,TOSTAO_11,CUST_00415
TICKET_004969,2024-11-02,TOSTAO_11,CUST_00210
TICKET_004970,2024-12-22,TOSTAO_07,CUST_00362
TICKET_004971,2024-08-05,TOSTAO_18,CUST_02100
TICKET_004972,2024-05-11,TOSTAO_12,CUST_00739
TICKET_004973,2024-05-15,TOSTAO_02,CUST_02025
TICKET_004974,2024-09-06,TOSTAO_16,CUST_00717
TICKET_004975,2024-09-07,TOSTAO_10,CUST_00466
TICKET_004976,2024-06-07,TOSTAO_16,CUST_00434
TICKET_004977,2024-11-13,TOSTAO_01,CUST_01909
TICKET_004978,2024-04-08,TOSTAO_15,CUST_01118
TICKET_004979,2024-04-12,TOSTAO_18,CUST_01830
TICKET_004980,2024-03-17,TOSTAO_08,CUST_00436
TICKET_004981,2024-09-19,TOSTAO_16,CUST_01946
TICKET_004982,2024-09-01,TOSTAO_18,CUST_01026
TICKET_004983,2024-04-09,TOSTAO_10,CUST_00648
TICKET_004984,2024-01-27,TOSTAO_13,CUST_00021
TICKET_004985,2024-04-15,TOSTAO_20,CUST_00337
TICKET_004986,2024-03-31,TOSTAO_06,CUST_01021
TICKET_004987,2024-02-05,TOSTAO_03,CUST_01592
TICKET_004988,2024-07-19,TOSTAO_03,CUST_00432
TICKET_004989,2024-11-22,TOSTAO_04,CUST_02184
TICKET_004990,2024-11-18,TOSTAO_13,CUST_01351
TICKET_004991,2024-02-16,TOSTAO_04,CUST_00656
TICKET_004992,2024-10-19,TOSTAO_13,CUST_01108
TICKET_004993,2024-01-04,TOSTAO_16,CUST_01239
TICKET_004994,2024-11-30,TOSTAO_11,CUST_01457
TICKET_004995,2024-07-18,TOSTAO_13,CUST_02024
TICKET_004996,2024-09-29,TOSTAO_02,CUST_01139
TICKET_004997,2024-08-31,TOSTAO_03,CUST_00946
TICKET_004998,2024-08-22,TOSTAO_04,CUST_00143
TICKET_004999,2024-01-23,TOSTAO_12,CUST_00521
TICKET_005000,2024-01-13,TOSTAO_10,CUST_00418
TICKET_005001,2024-07-24,TOSTAO_01,CUST_00595
TICKET_005002,2024-08-04,TOSTAO_12,CUST_00216
TICKET_005003,2024-06-17,TOSTAO_07,CUST_01828
TICKET_005004,2024-04-14,TOSTAO_02,CUST_02375
TICKET_005005,2024-08-08,TOSTAO_05,CUST_01777
TICKET_005006,2024-03-02,TOSTAO_16,CUST_00233
TICKET_005007,2024-01-04,TOSTAO_18,CUST_02355
TICKET_005008,2024-05-18,TOSTAO_07,CUST_01565
TICKET_005009,2024-04-05,TOSTAO_20,CUST_02375
TICKET_005010,2024-04-04,TOSTAO_19,CUST_01317
TICKET_005011,2024-08-07,TOSTAO_13,CUST_01428
TICKET_005012,2024-07-14,TOSTAO_18,CUST_01711
TICKET_005013,2024-07-04,TOSTAO_07,CUST_00829
TICKET_005014,2024-11-20,TOSTAO_15,CUST_01418
TICKET_005015,2024-07-29,TOSTAO_02,CUST_01917
TICKET_005016,2024-11-18,TOSTAO_04,CUST_01441
TICKET_005017,2024-02-24,TOSTAO_01,CUST_01102
TICKET_005018,2024-10-02,TOSTAO_20,CUST_01699
TICKET_005019,2024-04-08,TOSTAO_10,CUST_01519
TICKET_005020,2024-06-22,TOSTAO_20,CUST_01410
TICKET_005021,2024-10-08,TOSTAO_20,CUST_00135
TICKET_005022,2024-12-03,TOSTAO_08,CUST_01686
TICKET_005023,2024-03-19,TOSTAO_14,CUST_00786
TICKET_005024,2024-08-17,TOSTAO_11,CUST_01554
TICKET_005025,2024-05-01,TOSTAO_15,CUST_00284
TICKET_005026,2024-02-02,TOSTAO_16,CUST_02138
TICKET_005027,2024-01-20,TOSTAO_02,CUST_01316
TICKET_005028,2024-04-15,TOSTAO_16,CUST_00567
TICKET_005029,2024-11-20,TOSTAO_17,CUST_01308
TICKET_005030,2024-04-17,TOSTAO_10,CUST_00811
TICKET_005031,2024-05-28,TOSTAO_17,CUST_01709
TICKET_005032,2024-05-07,TOSTAO_17,CUST_00853
TICKET_005033,2024-11-13,TOSTAO_15,CUST_00508
TICKET_005034,2024-11-20,TOSTAO_07,CUST_00581
TICKET_005035,2024-05-28,TOSTAO_03,CUST_00956
TICKET_005036,2024-01-27,TOSTAO_11,CUST_00414
TICKET_005037,2024-01-15,TOSTAO_07,CUST_01072
TICKET_005038,2024-02-29,TOSTAO_20,CUST_02035
TICKET_005039,2024-08-31,TOSTAO_13,CUST_01720
TICKET_005040,2024-07-13,TOSTAO_11,CUST_00412
TICKET_005041,2024-12-16,TOSTAO_12,CUST_00944
TICKET_005042,2024-02-21,TOSTAO_20,CUST_00356
TICKET_005043,2024-08-12,TOSTAO_03,CUST_01842
TICKET_005044,2024-12-14,TOSTAO_04,CUST_00940
TICKET_005045,2024-08-14,TOSTAO_16,CUST_02180
TICKET_005046,2024-09-18,TOSTAO_06,CUST_01913
TICKET_005047,2024-07-25,TOSTAO_13,CUST_00949
TICKET_005048,2024-08-14,TOSTAO_20,CUST_01860
TICKET_005049,2024-12-03,TOSTAO_12,CUST_00024
TICKET_005050,2024-05-10,TOSTAO_14,CUST_01981
TICKET_005051,2024-10-06,TOSTAO_10,CUST_00136
TICKET_005052,2024-01-09,TOSTAO_17,CUST_00594
TICKET_005053,2024-05-31,TOSTAO_08,CUST_01049
TICKET_005054,2024-12-24,TOSTAO_17,CUST_02398
TICKET_005055,2024-01-29,TOSTAO_06,CUST_02283
TICKET_005056,2024-12-30,TOSTAO_17,CUST_00468
TICKET_005057,2024-07-02,TOSTAO_02,CUST_02029
TICKET_005058,2024-04-17,TOSTAO_12,CUST_01828
TICKET_005059,2024-05-24,TOSTAO_01,CUST_02262
TICKET_005060,2024-04-12,TOSTAO_07,CUST_01167
TICKET_005061,2024-12-09,TOSTAO_08,CUST_02060
TICKET_005062,2024-03-22,TOSTAO_12,CUST_01583
TICKET_005063,2024-02-09,TOSTAO_18,CUST_01178
TICKET_005064,2024-01-24,TOSTAO_04,CUST_00115
TICKET_005065,2024-12-14,TOSTAO_18,CUST_00114
TICKET_005066,2024-05-22,TOSTAO_12,CUST_02499
TICKET_005067,2024-12-29,TOSTAO_20,CUST_01398
TICKET_005068,2024-11-15,TOSTAO_06,CUST_01917
TICKET_005069,2024-07-08,TOSTAO_16,CUST_01742
TICKET_005070,2024-09-22,TOSTAO_12,CUST_00790
TICKET_005071,2024-02-23,TOSTAO_16,CUST_00474
TICKET_005072,2024-04-01,TOSTAO_20,CUST_01099
TICKET_005073,2024-10-27,TOSTAO_07,CUST_02386
TICKET_005074,2024-12-22,TOSTAO_18,CUST_00798
TICKET_005075,2024-03-25,TOSTAO_02,CUST_01599
TICKET_005076,2024-12-23,TOSTAO_05,CUST_00188
TICKET_005077,2024-09-23,TOSTAO_08,CUST_00679
TICKET_005078,2024-08-02,TOSTAO_04,CUST_00336
TICKET_005079,2024-04-15,TOSTAO_09,CUST_02076
TICKET_005080,2024-06-19,TOSTAO_10,CUST_01070
TICKET_005081,2024-12-06,TOSTAO_01,CUST_02166
TICKET_005082,2024-04-29,TOSTAO_04,CUST_00096
TICKET_005083,2024-11-13,TOSTAO_02,CUST_01015
TICKET_005084,2024-06-04,TOSTAO_14,CUST_00195
TICKET_005085,2024-11-03,TOSTAO_11,CUST_00521
TICKET_005086,2024-11-20,TOSTAO_05,CUST_02159
TICKET_005087,2024-06-05,TOSTAO_20,CUST_00513
TICKET_005088,2024-03-02,TOSTAO_17,CUST_00566
TICKET_005089,2024-05-28,TOSTAO_19,CUST_01287
TICKET_005090,2024-08-12,TOSTAO_08,CUST_02349
TICKET_005091,2024-10-27,TOSTAO_09,CUST_00961
TICKET_005092,2024-01-11,TOSTAO_01,CUST_00225
TICKET_005093,2024-07-27,TOSTAO_10,CUST_00851
TICKET_005094,2024-11-20,TOSTAO_16,CUST_00290
TICKET_005095,2024-11-01,TOSTAO_10,CUST_00576
TICKET_005096,2024-12-05,TOSTAO_01,CUST_02157
TICKET_005097,2024-12-02,TOSTAO_10,CUST_01128
TICKET_005098,2024-01-28,TOSTAO_03,CUST_01989
TICKET_005099,2024-07-29,TOSTAO_11,CUST_02362
TICKET_005100,2024-01-17,TOSTAO_17,CUST_01090
TICKET_005101,2024-11-09,TOSTAO_17,CUST_01394
TICKET_005102,2024-03-18,TOSTAO_01,CUST_00563
TICKET_005103,2024-06-03,TOSTAO_06,CUST_00376
TICKET_005104,2024-01-19,TOSTAO_13,CUST_02201
TICKET_005105,2024-01-24,TOSTAO_03,CUST_02129
TICKET_005106,2024-10-11,TOSTAO_04,CUST_01612
TICKET_005107,2024-01-23,TOSTAO_06,CUST_00230
TICKET_005108,2024-01-15,TOSTAO_19,CUST_00623
TICKET_005109,2024-01-04,TOSTAO_10,CUST_00538
TICKET_005110,2024-05-27,TOSTAO_14,CUST_01891
TICKET_005111,2024-03-10,TOSTAO_11,CUST_00880
TICKET_005112,2024-01-22,TOSTAO_03,CUST_01437
TICKET_005113,2024-09-26,TOSTAO_15,CUST_02418
TICKET_005114,2024-11-18,TOSTAO_02,CUST_01484
TICKET_005115,2024-06-20,TOSTAO_13,CUST_00407
TICKET_005116,2024-11-20,TOSTAO_16,CUST_00187
TICKET_005117,2024-10-06,TOSTAO_13,CUST_01188
TICKET_005118,2024-07-03,TOSTAO_12,CUST_01988
TICKET_005119,2024-02-15,TOSTAO_06,CUST_01700
TICKET_005120,2024-12-28,TOSTAO_10,CUST_02357
TICKET_005121,2024-03-12,TOSTAO_14,CUST_00134
TICKET_005122,2024-04-22,TOSTAO_17,CUST_00866
TICKET_005123,2024-09-03,TOSTAO_14,CUST_02405
TICKET_005124,2024-05-18,TOSTAO_10,CUST_01721
TICKET_005125,2024-07-19,TOSTAO_20,CUST_02014
TICKET_005126,2024-06-02,TOSTAO_16,CUST_01364
TICKET_005127,2024-04-03,TOSTAO_05,CUST_02129
TICKET_005128,2024-05-07,TOSTAO_06,CUST_00867
TICKET_005129,2024-11-12,TOSTAO_04,CUST_01824
TICKET_005130,2024-10-08,TOSTAO_12,CUST_01399
TICKET_005131,2024-04-19,TOSTAO_01,CUST_00412
TICKET_005132,2024-10-08,TOSTAO_05,CUST_00908
TICKET_005133,2024-04-20,TOSTAO_08,CUST_01815
TICKET_005134,2024-06-30,TOSTAO_01,CUST_01392
TICKET_005135,2024-07-23,TOSTAO_14,CUST_02409
TICKET_005136,2024-09-03,TOSTAO_12,CUST_00447
TICKET_005137,2024-01-22,TOSTAO_01,CUST_01164
TICKET_005138,2024-12-22,TOSTAO_05,CUST_02421
TICKET_005139,2024-07-09,TOSTAO_08,CUST_01267
TICKET_005140,2024-03-21,TOSTAO_02,CUST_01388
TICKET_005141,2024-11-16,TOSTAO_02,CUST_01904
TICKET_005142,2024-11-13,TOSTAO_17,CUST_02456
TICKET_005143,2024-10-11,TOSTAO_14,CUST_01702
TICKET_005144,2024-01-15,TOSTAO_11,CUST_01663
TICKET_005145,2024-03-08,TOSTAO_06,CUST_00547
TICKET_005146,2024-06-30,TOSTAO_07,CUST_02264
TICKET_005147,2024-09-03,TOSTAO_11,CUST_00334
TICKET_005148,2024-08-03,TOSTAO_17,CUST_01279
TICKET_005149,2024-01-06,TOSTAO_17,CUST_01537
TICKET_005150,2024-06-22,TOSTAO_12,CUST_00555
TICKET_005151,2024-08-08,TOSTAO_16,CUST_00434
TICKET_005152,2024-05-19,TOSTAO_12,CUST_00628
TICKET_005153,2024-04-14,TOSTAO_04,CUST_02086
TICKET_005154,2024-04-13,TOSTAO_19,CUST_01632
TICKET_005155,2024-10-09,TOSTAO_04,CUST_00471
TICKET_005156,2024-03-18,TOSTAO_07,CUST_01198
TICKET_005157,2024-07-22,TOSTAO_07,CUST_00074
TICKET_005158,2024-02-05,TOSTAO_10,CUST_02213
TICKET_005159,2024-02-06,TOSTAO_08,CUST_01045
TICKET_005160,2024-11-20,TOSTAO_13,CUST_01191
TICKET_005161,2024-06-12,TOSTAO_02,CUST_00255
TICKET_005162,2024-01-31,TOSTAO_14,CUST_02307
TICKET_005163,2024-08-28,TOSTAO_18,CUST_00210
TICKET_005164,2024-12-02,TOSTAO_09,CUST_00675
TICKET_005165,2024-01-06,TOSTAO_07,CUST_01293
TICKET_005166,2024-04-13,TOSTAO_17,CUST_00201
TICKET_005167,2024-10-31,TOSTAO_18,CUST_00883
TICKET_005168,2024-01-13,TOSTAO_15,CUST_01541
TICKET_005169,2024-08-08,TOSTAO_09,CUST_01542
TICKET_005170,2024-07-04,TOSTAO_20,CUST_02357
TICKET_005171,2024-09-06,TOSTAO_07,CUST_02093
TICKET_005172,2024-09-24,TOSTAO_10,CUST_01249
TICKET_005173,2024-07-29,TOSTAO_05,CUST_01897
TICKET_005174,2024-12-16,TOSTAO_20,CUST_01293
TICKET_005175,2024-03-03,TOSTAO_04,CUST_02313
TICKET_005176,2024-10-29,TOSTAO_14,CUST_02379
TICKET_005177,2024-06-22,TOSTAO_13,CUST_01550
TICKET_005178,2024-12-11,TOSTAO_12,CUST_01788
TICKET_005179,2024-06-24,TOSTAO_19,CUST_01342
TICKET_005180,2024-10-11,TOSTAO_11,CUST_00956
TICKET_005181,2024-03-14,TOSTAO_10,CUST_00673
TICKET_005182,2024-01-03,TOSTAO_18,CUST_00280
TICKET_005183,2024-09-29,TOSTAO_06,CUST_01623
TICKET_005184,2024-03-23,TOSTAO_11,CUST_00648
TICKET_005185,2024-11-14,TOSTAO_17,CUST_00115
TICKET_005186,2024-06-02,TOSTAO_17,CUST_02496
TICKET_005187,2024-03-23,TOSTAO_03,CUST_02174
TICKET_005188,2024-04-14,TOSTAO_01,CUST_00751
TICKET_005189,2024-01-12,TOSTAO_03,CUST_01985
TICKET_005190,2024-10-20,TOSTAO_11,CUST_01482
TICKET_005191,2024-11-28,TOSTAO_14,CUST_02013
TICKET_005192,2024-09-07,TOSTAO_02,CUST_01872
TICKET_005193,2024-02-19,TOSTAO_14,CUST_00792
TICKET_005194,2024-06-11,TOSTAO_10,CUST_01602
TICKET_005195,2024-06-13,TOSTAO_04,CUST_01740
TICKET_005196,2024-12-29,TOSTAO_14,CUST_00369
TICKET_005197,2024-12-09,TOSTAO_07,CUST_01255
TICKET_005198,2024-02-20,TOSTAO_18,CUST_00536
TICKET_005199,2024-05-28,TOSTAO_18,CUST_00736
TICKET_005200,2024-07-01,TOSTAO_06,CUST_00650
TICKET_005201,2024-05-28,TOSTAO_07,CUST_01754
TICKET_005202,2024-07-28,TOSTAO_12,CUST_02407
TICKET_005203,2024-05-30,TOSTAO_02,CUST_02159
TICKET_005204,2024-12-16,TOSTAO_16,CUST_00408
TICKET_005205,2024-07-23,TOSTAO_06,CUST_01134
TICKET_005206,2024-04-07,TOSTAO_17,CUST_00588
TICKET_005207,2024-09-23,TOSTAO_01,CUST_01685
TICKET_005208,2024-02-27,TOSTAO_08,CUST_00794
TICKET_005209,2024-12-17,TOSTAO_08,CUST_00736
TICKET_005210,2024-08-16,TOSTAO_13,CUST_00108
TICKET_005211,2024-06-23,TOSTAO_16,CUST_00509
TICKET_005212,2024-10-23,TOSTAO_04,CUST_01468
TICKET_005213,2024-11-25,TOSTAO_13,CUST_02397
TICKET_005214,2024-09-05,TOSTAO_03,CUST_02496
TICKET_005215,2024-05-01,TOSTAO_19,CUST_00905
TICKET_005216,2024-04-16,TOSTAO_12,CUST_00294
TICKET_005217,2024-08-26,TOSTAO_15,CUST_02368
TICKET_005218,2024-03-09,TOSTAO_18,CUST_02231
TICKET_005219,2024-09-15,TOSTAO_04,CUST_01354
TICKET_005220,2024-07-06,TOSTAO_18,CUST_01922
TICKET_005221,2024-08-24,TOSTAO_08,CUST_00912
TICKET_005222,2024-11-05,TOSTAO_12,CUST_01942
TICKET_005223,2024-06-10,TOSTAO_07,CUST_02458
TICKET_005224,2024-12-07,TOSTAO_10,CUST_02445
TICKET_005225,2024-07-09,TOSTAO_17,CUST_00644
TICKET_005226,2024-12-05,TOSTAO_16,CUST_02037
TICKET_005227,2024-07-26,TOSTAO_17,CUST_01908
TICKET_005228,2024-10-30,TOSTAO_07,CUST_02063
TICKET_005229,2024-06-17,TOSTAO_19,CUST_01165
TICKET_005230,2024-07-26,TOSTAO_14,CUST_01412
TICKET_005231,2024-04-15,TOSTAO_02,CUST_01929
TICKET_005232,2024-05-18,TOSTAO_06,CUST_00255
TICKET_005233,2024-09-25,TOSTAO_01,CUST_01839
TICKET_005234,2024-04-05,TOSTAO_20,CUST_01803
TICKET_005235,2024-07-20,TOSTAO_02,CUST_00771
TICKET_005236,2024-12-15,TOSTAO_20,CUST_01355
TICKET_005237,2024-10-25,TOSTAO_20,CUST_01556
TICKET_005238,2024-05-31,TOSTAO_12,CUST_00514
TICKET_005239,2024-06-21,TOSTAO_19,CUST_01820
TICKET_005240,2024-09-03,TOSTAO_20,CUST_01592
TICKET_005241,2024-12-26,TOSTAO_20,CUST_00177
TICKET_005242,2024-02-24,TOSTAO_02,CUST_00632
TICKET_005243,2024-06-22,TOSTAO_06,CUST_00543
TICKET_005244,2024-12-04,TOSTAO_08,CUST_02086
TICKET_005245,2024-03-23,TOSTAO_08,CUST_00476
TICKET_005246,2024-01-26,TOSTAO_02,CUST_01790
TICKET_005247,2024-08-23,TOSTAO_01,CUST_00600
TICKET_005248,2024-10-01,TOSTAO_11,CUST_00585
TICKET_005249,2024-05-20,TOSTAO_11,CUST_00112
TICKET_005250,2024-09-19,TOSTAO_08,CUST_01719
TICKET_005251,2024-12-12,TOSTAO_04,CUST_01428
TICKET_005252,2024-05-18,TOSTAO_04,CUST_00417
TICKET_005253,2024-02-26,TOSTAO_13,CUST_01314
TICKET_005254,2024-01-02,TOSTAO_15,CUST_01399
TICKET_005255,2024-01-06,TOSTAO_14,CUST_00548
TICKET_005256,2024-06-18,TOSTAO_04,CUST_00600
TICKET_005257,2024-02-15,TOSTAO_15,CUST_00607
TICKET_005258,2024-07-17,TOSTAO_14,CUST_00667
TICKET_005259,2024-01-01,TOSTAO_16,CUST_02423
TICKET_005260,2024-03-19,TOSTAO_17,CUST_00001
TICKET_005261,2024-11-02,TOSTAO_19,CUST_01518
TICKET_005262,2024-08-31,TOSTAO_03,CUST_00586
TICKET_005263,2024-11-18,TOSTAO_03,CUST_02325
TICKET_005264,2024-08-19,TOSTAO_10,CUST_00243
TICKET_005265,2024-02-25,TOSTAO_12,CUST_01686
TICKET_005266,2024-08-26,TOSTAO_08,CUST_01575
TICKET_005267,2024-08-08,TOSTAO_01,CUST_00611
TICKET_005268,2024-01-14,TOSTAO_14,CUST_02199
TICKET_005269,2024-04-26,TOSTAO_15,CUST_02265
TICKET_005270,2024-03-09,TOSTAO_05,CUST_01435
TICKET_005271,2024-09-13,TOSTAO_20,CUST_01514
TICKET_005272,2024-07-07,TOSTAO_12,CUST_00554
TICKET_005273,2024-08-05,TOSTAO_04,CUST_00051
TICKET_005274,2024-06-05,TOSTAO_11,CUST_02164
TICKET_005275,2024-11-21,TOSTAO_12,CUST_01699
TICKET_005276,2024-09-25,TOSTAO_08,CUST_02387
TICKET_005277,2024-05-16,TOSTAO_08,CUST_00769
TICKET_005278,2024-01-11,TOSTAO_14,CUST_00282
TICKET_005279,2024-09-26,TOSTAO_07,CUST_00936
TICKET_005280,2024-10-31,TOSTAO_16,CUST_02093
TICKET_005281,2024-07-03,TOSTAO_07,CUST_00665
TICKET_005282,2024-11-20,TOSTAO_03,CUST_02325
TICKET_005283,2024-02-27,TOSTAO_16,CUST_01262
TICKET_005284,2024-11-10,TOSTAO_17,CUST_00939
TICKET_005285,2024-06-02,TOSTAO_14,CUST_01711
TICKET_005286,2024-05-20,TOSTAO_13,CUST_00470
TICKET_005287,2024-05-15,TOSTAO_12,CUST_00788
TICKET_005288,2024-04-09,TOSTAO_16,CUST_01448
TICKET_005289,2024-11-11,TOSTAO_13,CUST_00279
TICKET_005290,2024-02-23,TOSTAO_13,CUST_00910
TICKET_005291,2024-06-15,TOSTAO_15,CUST_01148
TICKET_005292,2024-08-31,TOSTAO_17,CUST_02312
TICKET_005293,2024-02-01,TOSTAO_18,CUST_02422
TICKET_005294,2024-05-28,TOSTAO_18,CUST_00168
TICKET_005295,2024-04-11,TOSTAO_18,CUST_01613
TICKET_005296,2024-07-12,TOSTAO_03,CUST_01044
TICKET_005297,2024-09-02,TOSTAO_03,CUST_00472
TICKET_005298,2024-05-09,TOSTAO_01,CUST_00506
TICKET_005299,2024-01-21,TOSTAO_16,CUST_02012
TICKET_005300,2024-02-11,TOSTAO_05,CUST_00737
TICKET_005301,2024-05-17,TOSTAO_17,CUST_01180
TICKET_005302,2024-07-03,TOSTAO_07,CUST_01383
TICKET_005303,2024-08-23,TOSTAO_06,CUST_00877
TICKET_005304,2024-10-05,TOSTAO_15,CUST_01732
TICKET_005305,2024-05-28,TOSTAO_11,CUST_02026
TICKET_005306,2024-01-01,TOSTAO_19,CUST_01679
TICKET_005307,2024-08-31,TOSTAO_04,CUST_00725
TICKET_005308,2024-06-27,TOSTAO_08,CUST_00727
TICKET_005309,2024-09-19,TOSTAO_20,CUST_01981
TICKET_005310,2024-10-06,TOSTAO_06,CUST_02218
TICKET_005311,2024-07-12,TOSTAO_13,CUST_01836
TICKET_005312,2024-01-27,TOSTAO_07,CUST_01425
TICKET_005313,2024-10-11,TOSTAO_04,CUST_00386
TICKET_005314,2024-08-02,TOSTAO_02,CUST_00880
TICKET_005315,2024-09-14,TOSTAO_19,CUST_01607
TICKET_005316,2024-04-16,TOSTAO_10,CUST_01259
TICKET_005317,2024-09-13,TOSTAO_09,CUST_02473
TICKET_005318,2024-01-14,TOSTAO_03,CUST_00746
TICKET_005319,2024-01-30,TOSTAO_15,CUST_02469
TICKET_005320,2024-06-06,TOSTAO_13,CUST_00234
TICKET_005321,2024-06-05,TOSTAO_10,CUST_00376
TICKET_005322,2024-08-04,TOSTAO_06,CUST_01493
TICKET_005323,2024-09-07,TOSTAO_19,CUST_01689
TICKET_005324,2024-06-12,TOSTAO_17,CUST_02181
TICKET_005325,2024-04-15,TOSTAO_09,CUST_01532
TICKET_005326,2024-05-12,TOSTAO_11,CUST_02167
TICKET_005327,2024-06-29,TOSTAO_03,CUST_02359
TICKET_005328,2024-12-10,TOSTAO_04,CUST_02111
TICKET_005329,2024-01-19,TOSTAO_13,CUST_01624
TICKET_005330,2024-09-27,TOSTAO_04,CUST_00652
TICKET_005331,2024-02-27,TOSTAO_01,CUST_02455
TICKET_005332,2024-09-06,TOSTAO_12,CUST_02036
TICKET_005333,2024-10-14,TOSTAO_12,CUST_01424
TICKET_005334,2024-12-06,TOSTAO_02,CUST_01362
TICKET_005335,2024-07-22,TOSTAO_01,CUST_01538
TICKET_005336,2024-05-04,TOSTAO_18,CUST_00852
TICKET_005337,2024-06-22,TOSTAO_07,CUST_02485
TICKET_005338,2024-01-20,TOSTAO_20,CUST_02302
TICKET_005339,2024-08-07,TOSTAO_18,CUST_02385
TICKET_005340,2024-07-08,TOSTAO_15,CUST_01666
TICKET_005341,2024-03-08,TOSTAO_16,CUST_01806
TICKET_005342,2024-07-28,TOSTAO_17,CUST_00655
TICKET_005343,2024-01-05,TOSTAO_12,CUST_01661
TICKET_005344,2024-05-04,TOSTAO_03,CUST_00417
TICKET_005345,2024-10-06,TOSTAO_10,CUST_01852
TICKET_005346,2024-06-16,TOSTAO_19,CUST_01144
TICKET_005347,2024-12-07,TOSTAO_12,CUST_02435
TICKET_005348,2024-09-17,TOSTAO_17,CUST_00585
TICKET_005349,2024-10-04,TOSTAO_20,CUST_02348
TICKET_005350,2024-10-12,TOSTAO_03,CUST_00494
TICKET_005351,2024-12-07,TOSTAO_12,CUST_01657
TICKET_005352,2024-01-17,TOSTAO_11,CUST_00254
TICKET_005353,2024-11-17,TOSTAO_07,CUST_02355
TICKET_005354,2024-04-08,TOSTAO_06,CUST_02283
TICKET_005355,2024-04-29,TOSTAO_01,CUST_02079
TICKET_005356,2024-09-13,TOSTAO_16,CUST_00260
TICKET_005357,2024-06-04,TOSTAO_08,CUST_01986
TICKET_005358,2024-06-12,TOSTAO_02,CUST_00945
TICKET_005359,2024-03-21,TOSTAO_15,CUST_01317
TICKET_005360,2024-06-22,TOSTAO_09,CUST_01028
TICKET_005361,2024-04-07,TOSTAO_19,CUST_00560
TICKET_005362,2024-09-19,TOSTAO_17,CUST_00808
TICKET_005363,2024-10-10,TOSTAO_13,CUST_01724
TICKET_005364,2024-07-19,TOSTAO_11,CUST_01155
TICKET_005365,2024-08-11,TOSTAO_10,CUST_01826
TICKET_005366,2024-04-18,TOSTAO_16,CUST_00745
TICKET_005367,2024-01-14,TOSTAO_08,CUST_01044
TICKET_005368,2024-07-04,TOSTAO_10,CUST_00607
TICKET_005369,2024-11-14,TOSTAO_18,CUST_00326
TICKET_005370,2024-08-29,TOSTAO_19,CUST_01306
TICKET_005371,2024-03-04,TOSTAO_12,CUST_00237
TICKET_005372,2024-05-11,TOSTAO_19,CUST_01497
TICKET_005373,2024-12-04,TOSTAO_07,CUST_01203
TICKET_005374,2024-04-13,TOSTAO_15,CUST_00306
TICKET_005375,2024-06-03,TOSTAO_08,CUST_02313
TICKET_005376,2024-02-22,TOSTAO_18,CUST_01035
TICKET_005377,2024-04-10,TOSTAO_05,CUST_00139
TICKET_005378,2024-05-13,TOSTAO_16,CUST_00757
TICKET_005379,2024-07-26,TOSTAO_10,CUST_00035
TICKET_005380,2024-04-29,TOSTAO_07,CUST_00383
TICKET_005381,2024-01-27,TOSTAO_07,CUST_01072
TICKET_005382,2024-11-06,TOSTAO_17,CUST_01779
TICKET_005383,2024-03-16,TOSTAO_18,CUST_01257
TICKET_005384,2024-12-14,TOSTAO_01,CUST_02120
TICKET_005385,2024-10-04,TOSTAO_14,CUST_00139
TICKET_005386,2024-01-19,TOSTAO_09,CUST_02455
TICKET_005387,2024-06-03,TOSTAO_14,CUST_01934
TICKET_005388,2024-11-27,TOSTAO_20,CUST_00911
TICKET_005389,2024-06-06,TOSTAO_03,CUST_00605
TICKET_005390,2024-02-16,TOSTAO_02,CUST_02136
TICKET_005391,2024-04-09,TOSTAO_08,CUST_00731
TICKET_005392,2024-01-16,TOSTAO_15,CUST_00899
TICKET_005393,2024-04-27,TOSTAO_04,CUST_00007
TICKET_005394,2024-09-02,TOSTAO_09,CUST_00330
TICKET_005395,2024-12-15,TOSTAO_08,CUST_00717
TICKET_005396,2024-05-08,TOSTAO_14,CUST_01847
TICKET_005397,2024-09-04,TOSTAO_20,CUST_00288
TICKET_005398,2024-05-10,TOSTAO_06,CUST_00013
TICKET_005399,2024-02-01,TOSTAO_20,CUST_02474
TICKET_005400,2024-12-06,TOSTAO_17,CUST_00166
TICKET_005401,2024-02-21,TOSTAO_11,CUST_01349
TICKET_005402,2024-03-17,TOSTAO_11,CUST_01229
TICKET_005403,2024-11-28,TOSTAO_11,CUST_02264
TICKET_005404,2024-04-14,TOSTAO_11,CUST_00349
TICKET_005405,2024-05-17,TOSTAO_14,CUST_00785
TICKET_005406,2024-05-18,TOSTAO_12,CUST_01969
TICKET_005407,2024-10-08,TOSTAO_01,CUST_01895
TICKET_005408,2024-09-16,TOSTAO_12,CUST_01103
TICKET_005409,2024-07-31,TOSTAO_11,CUST_00077
TICKET_005410,2024-07-08,TOSTAO_05,CUST_02192
